iter	Passed	Remaining
431	7163	9418
432	7181	9403
433	7195	9383
434	7209	9363
435	7224	9345
436	7241	9329
437	7259	9314
438	7272	9293
439	7289	9277
440	7305	9260
441	7321	9242
442	7334	9222
443	7348	9202
444	7364	9184
445	7379	9166
446	7392	9145
447	7406	9125
448	7424	9110
449	7440	9093
450	7453	9072
451	7466	9052
452	7481	9034
453	7497	9016
454	7513	8999
455	7528	8980
456	7542	8962
457	7558	8944
458	7576	8929
459	7591	8911
460	7603	8890
461	7617	8870
462	7631	8851
463	7646	8833
464	7659	8812
465	7673	8793
466	7686	8773
467	7701	8754
468	7717	8737
469	7732	8719
470	7746	8700
471	7760	8681
472	7774	8662
473	7785	8640
474	7799	8620
475	7814	8603
476	7828	8583
477	7840	8562
478	7855	8544
479	7869	8524
480	7884	8507
481	7900	8490
482	7913	8470
483	7927	8451
484	7942	8433
485	7956	8415
486	7970	8395
487	7984	8377
488	7999	8359
489	8016	8343
490	8028	8323
491	8043	8304
492	8057	8286
493	8071	8267
494	8085	8249
495	8097	8228
496	8113	8210
497	8127	8192
498	8141	8173
499	8154	8154
500	8168	8135
501	8180	8115
502	8194	8097
503	8210	8079
504	8225	8062
505	8239	8043
506	8253	8025
507	8268	8007
508	8282	7989
509	8297	7971
510	8312	7954
511	8329	7938
512	8347	7924
513	8362	7906
514	8377	7889
515	8392	7872
516	8407	7854
517	8419	7834
518	8434	7816
519	8446	7797
520	8458	7776
521	8473	7758
522	8487	7741
523	8501	7722
524	8516	7705
525	8531	7687
526	8543	7668
527	8557	7649
528	8571	7632
529	8585	7613
530	8598	7594
531	8614	7578
532	8628	7559
533	8641	7541
534	8653	7521
535	8666	7502
536	8680	7484
537	8695	7467
538	8710	7449
539	8725	7432
540	8739	7414
541	8749	7393
542	8764	7376
543	8776	7356
544	8788	7337
545	8802	7319
546	8814	7299
547	8829	7282
548	8845	7266
549	8860	7249
550	8874	7231
551	8889	7214
552	8905	7198
553	8916	7178
554	8934	7163
555	8949	7146
556	8964	7129
557	8976	7110
558	8990	7092
559	9005	7075
560	9018	7057
561	9034	7041
562	9051	7025
563	9066	7008
564	9079	6990
565	9095	6974
566	9109	6956
567	9122	6938
568	9138	6922
569	9153	6905
570	9167	6888
571	9181	6870
572	9197	6853
573	9212	6837
574	9224	6818
575	9241	6802
576	9255	6785
577	9271	6769
578	9285	6751
579	9300	6734
580	9315	6718
581	9329	6700
582	9343	6682
583	9358	6666
584	9373	6649
585	9385	6630
586	9399	6613
587	9415	6597
588	9428	6579
589	9444	6563
590	9458	6545
591	9473	6529
592	9487	6511
593	9501	6494
594	9516	6477
595	9530	6460
596	9546	6444
597	9561	6427
598	9574	6409
599	9589	6392
600	9604	6376
601	9616	6357
602	9631	6341
603	9646	6324
604	9661	6307
605	9674	6289
606	9689	6273
607	9703	6256
608	9716	6238
609	9732	6222
610	9746	6205
611	9759	6187
612	9776	6171
613	9791	6155
614	9807	6139
615	9820	6122
616	9836	6105
617	9850	6088
618	9863	6070
619	9878	6054
620	9893	6038
621	9906	6020
622	9920	6003
623	9935	5986
624	9948	5968
625	9961	5951
626	9976	5935
627	9991	5918
628	10003	5900
629	10018	5884
630	10034	5867
631	10047	5850
632	10063	5834
633	10078	5818
634	10093	5802
635	10106	5784
636	10120	5767
637	10133	5749
638	10147	5732
639	10164	5717
640	10179	5701
641	10194	5684
642	10207	5667
643	10223	5651
644	10237	5634
645	10249	5616
646	10264	5600
647	10279	5584
648	10292	5566
649	10307	5550
650	10322	5533
651	10335	5516
652	10351	5500
653	10365	5483
654	10380	5467
655	10394	5450
656	10410	5434
657	10425	5418
658	10438	5401
659	10454	5385
660	10467	5368
661	10483	5352
662	10497	5336
663	10513	5320
664	10528	5303
665	10540	5285
666	10553	5268
667	10568	5252
668	10580	5235
669	10595	5218
670	10608	5201
671	10621	5184
672	10635	5167
673	10650	5151
674	10663	5134
675	10679	5118
676	10695	5103
677	10710	5086
678	10724	5070
679	10739	5053
680	10755	5038
681	10767	5020
682	10783	5005
683	10801	4990
684	10816	4973
685	10828	4956
686	10843	4940
687	10858	4924
688	10874	4908
689	10888	4891
690	10903	4875
691	10917	4859
692	10930	4842
693	10944	4825
694	10959	4809
695	10973	4792
696	10987	4776
697	11002	4760
698	11018	4744
699	11033	4728
700	11048	4712
701	11063	4696
702	11075	4679
703	11092	4663
704	11106	4647
705	11120	4631
706	11133	4614
707	11148	4597
708	11162	4581
709	11177	4565
710	11192	4549
711	11207	4533
712	11219	4516
713	11235	4500
714	11250	4484
715	11264	4468
716	11278	4451
717	11293	4435
718	11307	4419
719	11320	4402
720	11336	4386
721	11349	4370
722	11361	4353
723	11377	4337
724	11392	4321
725	11406	4305
726	11419	4288
727	11434	4272
728	11447	4255
729	11461	4239
730	11475	4222
731	11490	4206
732	11505	4190
733	11520	4175
734	11536	4159
735	11550	4142
736	11564	4126
737	11579	4110
738	11593	4094
739	11608	4078
740	11623	4062
741	11637	4046
742	11650	4029
743	11666	4014
744	11682	3998
745	11698	3982
746	11713	3967
747	11727	3951
748	11743	3935
749	11758	3919
750	11771	3902
751	11787	3887
752	11802	3871
753	11816	3855
754	11832	3839
755	11846	3823
756	11861	3807
757	11875	3791
758	11890	3775
759	11904	3759
760	11918	3742
761	11934	3727
762	11949	3711
763	11963	3695
764	11977	3679
765	11991	3663
766	12008	3647
767	12021	3631
768	12037	3615
769	12053	3600
770	12068	3584
771	12082	3568
772	12097	3552
773	12113	3536
774	12127	3520
775	12142	3505
776	12158	3489
777	12174	3473
778	12190	3458
779	12203	3442
780	12219	3426
781	12234	3410
782	12246	3394
783	12261	3378
784	12276	3362
785	12289	3345
786	12304	3330
787	12321	3314
788	12336	3299
789	12350	3283
790	12366	3267
791	12380	3251
792	12392	3234
793	12407	3219
794	12423	3203
795	12437	3187
796	12451	3171
797	12465	3155
798	12478	3139
799	12493	3123
800	12507	3107
801	12522	3091
802	12535	3075
803	12552	3059
804	12566	3044
805	12581	3028
806	12594	3012
807	12610	2996
808	12624	2980
809	12638	2964
810	12654	2949
811	12668	2933
812	12684	2917
813	12696	2901
814	12711	2885
815	12726	2869
816	12740	2853
817	12755	2838
818	12770	2822
819	12783	2806
820	12797	2790
821	12811	2774
822	12823	2757
823	12838	2742
824	12850	2725
825	12864	2709
826	12879	2694
827	12893	2678
828	12908	2662
829	12923	2647
830	12939	2631
831	12954	2615
832	12966	2599
833	12982	2584
834	13001	2569
835	13017	2553
836	13030	2537
837	13046	2522
838	13060	2506
839	13075	2490
840	13089	2474
841	13104	2458
842	13119	2443
843	13132	2427
844	13148	2411
845	13163	2396
846	13178	2380
847	13191	2364
848	13206	2348
849	13220	2333
850	13235	2317
851	13251	2301
852	13266	2286
853	13281	2270
854	13295	2254
855	13309	2239
856	13324	2223
857	13336	2207
858	13353	2191
859	13368	2176
860	13383	2160
861	13398	2145
862	13415	2129
863	13431	2114
864	13445	2098
865	13459	2082
866	13475	2067
867	13491	2051
868	13505	2035
869	13520	2020
870	13536	2004
871	13550	1989
872	13564	1973
873	13581	1958
874	13597	1942
875	13613	1926
876	13625	1911
877	13640	1895
878	13656	1879
879	13672	1864
880	13685	1848
881	13701	1833
882	13715	1817
883	13728	1801
884	13743	1785
885	13764	1771
886	13783	1756
887	13802	1740
888	13819	1725
889	13833	1709
890	13852	1694
891	13872	1679
892	13891	1664
893	13909	1649
894	13928	1634
895	13945	1618
896	13962	1603
897	13983	1588
898	13999	1572
899	14019	1557
900	14037	1542
901	14056	1527
902	14073	1511
903	14090	1496
904	14110	1481
905	14130	1466
906	14146	1450
907	14162	1434
908	14183	1419
909	14201	1404
910	14220	1389
911	14237	1373
912	14257	1358
913	14277	1343
914	14295	1328
915	14312	1312
916	14327	1296
917	14344	1281
918	14363	1265
919	14384	1250
920	14402	1235
921	14419	1219
922	14430	1203
923	14446	1188
924	14459	1172
925	14471	1156
926	14488	1140
927	14501	1125
928	14513	1109
929	14528	1093
930	14540	1077
931	14553	1061
932	14569	1046
933	14584	1030
934	14600	1015
935	14613	999
936	14629	983
937	14644	967
938	14658	952
939	14673	936
940	14689	921
941	14703	905
942	14717	889
943	14734	874
944	14750	858
945	14764	842
946	14777	827
947	14794	811
948	14809	795
949	14822	780
950	14838	764
951	14854	748
952	14870	733
953	14883	717
954	14899	702
955	14914	686
956	14927	670
957	14941	655
958	14955	639
959	14972	623
960	14986	608
961	15001	592
962	15015	576
963	15029	561
964	15042	545
965	15056	529
966	15068	514
967	15083	498
968	15098	483
969	15111	467
970	15127	451
971	15141	436
972	15155	420
973	15167	404
974	15180	389
975	15193	373
976	15210	358
977	15224	342
978	15237	326
979	15249	311
980	15264	295
981	15279	280
982	15293	264
983	15307	248
984	15322	233
985	15335	217
986	15349	202
987	15365	186
988	15377	171
989	15392	155
990	15406	139
991	15419	124
992	15433	108
993	15448	93
994	15462	77
995	15476	62
996	15491	46
997	15506	31
998	15521	15
999	15536	0
