iter	MAE
592	1.359839554
593	1.359719291
594	1.359595781
595	1.359566907
596	1.359534842
597	1.359512482
598	1.359425197
599	1.359296203
600	1.359262233
601	1.35925663
602	1.359140967
603	1.359103462
604	1.359001739
605	1.35886145
606	1.358849573
607	1.358734219
608	1.358714215
609	1.358571593
610	1.358438215
611	1.358327185
612	1.358183722
613	1.358033107
614	1.357903874
615	1.357882741
616	1.357844877
617	1.357762473
618	1.35760712
619	1.35758155
620	1.357481068
621	1.357471123
622	1.35734889
623	1.357328129
624	1.357319015
625	1.357311836
626	1.357287778
627	1.357278402
628	1.35727004
629	1.357155217
630	1.357085371
631	1.357070075
632	1.357022231
633	1.356897353
634	1.356777097
635	1.356769703
636	1.35666568
637	1.356655817
638	1.356644878
639	1.356489489
640	1.356369727
641	1.356243024
642	1.356165758
643	1.356062872
644	1.356037383
645	1.355972856
646	1.355811327
647	1.355785581
648	1.355768239
649	1.355745671
650	1.355728428
651	1.355623536
652	1.355484981
653	1.355473998
654	1.355426118
655	1.355279947
656	1.355180283
657	1.355018184
658	1.354941363
659	1.35479365
660	1.354780175
661	1.354741581
662	1.354619025
663	1.354555744
664	1.354546012
665	1.354539237
666	1.354533056
667	1.354517362
668	1.354509066
669	1.354501587
670	1.354495621
671	1.3544822
672	1.354424408
673	1.354403923
674	1.354391197
675	1.354307799
676	1.354175287
677	1.35416033
678	1.354095242
679	1.353957616
680	1.35381693
681	1.3538027
682	1.353713467
683	1.353628157
684	1.353610589
685	1.353598373
686	1.353496808
687	1.353383909
688	1.353267502
689	1.353169344
690	1.353155184
691	1.353142802
692	1.353125177
693	1.353069266
694	1.353053343
695	1.352960972
696	1.352947367
697	1.352820302
698	1.352793605
699	1.352664373
700	1.35256146
701	1.352515143
702	1.352450964
703	1.352317358
704	1.352301137
705	1.352219661
706	1.352207669
707	1.352199846
708	1.352097763
709	1.351979668
710	1.351966098
711	1.351850651
712	1.351753317
713	1.351661742
714	1.351603012
715	1.351557533
716	1.351528519
717	1.351504011
718	1.351491126
719	1.351475896
720	1.351353629
721	1.351233383
722	1.351140538
723	1.350997389
724	1.350986388
725	1.350887052
726	1.350884573
727	1.350859412
728	1.350851847
729	1.350775266
730	1.350677832
731	1.350602472
732	1.350567989
733	1.350438007
734	1.350370052
735	1.35029922
736	1.350176187
737	1.350162085
738	1.350137056
739	1.350111405
740	1.350075021
741	1.350062108
742	1.349978798
743	1.349886875
744	1.349789176
745	1.349710269
746	1.349630298
747	1.349625509
748	1.349550098
749	1.349500013
750	1.349464739
751	1.349377138
752	1.349366831
753	1.349351464
754	1.349240071
755	1.349233965
756	1.349120867
757	1.349013141
758	1.349005664
759	1.348982621
760	1.348950182
761	1.348866556
762	1.348771964
763	1.348669708
764	1.348591277
765	1.348579855
766	1.348492431
767	1.348478344
768	1.348342024
769	1.348227775
770	1.348140819
771	1.348035095
772	1.34802048
773	1.347972071
774	1.347865803
775	1.347757924
776	1.347636039
777	1.347522349
778	1.347435623
779	1.347408599
780	1.347399002
781	1.347315946
782	1.347311202
783	1.347305785
784	1.347193249
785	1.347178911
786	1.3471191
787	1.347039966
788	1.346960422
789	1.346913389
790	1.346827349
791	1.3467228
792	1.34661089
793	1.346603723
794	1.346524208
795	1.346517896
796	1.346496663
797	1.346480829
798	1.346440997
799	1.346339334
800	1.346331401
801	1.346323167
802	1.346316791
803	1.346276183
804	1.346264909
805	1.346193084
806	1.346157174
807	1.346061163
808	1.346045918
809	1.345936252
810	1.345903517
811	1.34588135
812	1.345790074
813	1.345787368
814	1.345704697
815	1.345659533
816	1.34558557
817	1.345546158
818	1.345418008
819	1.345387179
820	1.345369672
821	1.345358545
822	1.345346931
823	1.345328361
824	1.345267605
825	1.345247849
826	1.345216323
827	1.345141433
828	1.345076071
829	1.345005853
830	1.344918358
831	1.344795961
832	1.344790085
833	1.344745252
834	1.344715786
835	1.344683783
836	1.344659644
837	1.344642807
838	1.344587878
839	1.344540179
840	1.344408687
841	1.34431082
842	1.344204394
843	1.344198327
844	1.344133463
845	1.344112872
846	1.344034991
847	1.343970461
848	1.343910775
849	1.343818208
850	1.343757953
851	1.343681962
852	1.343663209
853	1.343536004
854	1.343508887
855	1.343409806
856	1.343392391
857	1.343379112
858	1.343287288
859	1.343252503
860	1.343158524
861	1.343057985
862	1.342969503
863	1.342890035
864	1.342879371
865	1.34278129
866	1.342689972
867	1.342634417
868	1.342549684
869	1.342474436
870	1.342411083
871	1.342384677
872	1.342325732
873	1.342260635
874	1.342226241
875	1.34210614
876	1.342094766
877	1.34199785
878	1.341920244
879	1.341786926
880	1.341764218
881	1.341681741
882	1.341647803
883	1.34164183
884	1.341623083
885	1.341527148
886	1.34145192
887	1.341373221
888	1.341334781
889	1.341325554
890	1.341313104
891	1.341253483
892	1.341195961
893	1.341145889
894	1.341078508
895	1.341055905
896	1.341037556
897	1.34101429
898	1.341000726
899	1.340893518
900	1.340811535
901	1.340745275
902	1.340717975
903	1.34068074
904	1.340602592
905	1.340529338
906	1.340515169
907	1.340505848
908	1.340471076
909	1.340467541
910	1.34041582
911	1.340409395
912	1.340337014
913	1.340283416
914	1.340214436
915	1.340196362
916	1.340186062
917	1.34012302
918	1.34005465
919	1.339950374
920	1.339927121
921	1.339896721
922	1.339835442
923	1.339759442
924	1.339749016
925	1.339748352
926	1.339689164
927	1.339686228
928	1.339677581
929	1.33965204
930	1.339638627
931	1.339577457
932	1.339512471
933	1.339489005
934	1.339389682
935	1.339357691
936	1.33931221
937	1.339233498
938	1.339207479
939	1.339199341
940	1.339091454
941	1.339042093
942	1.338976998
943	1.338921256
944	1.338839288
945	1.338810449
946	1.338755088
947	1.338666622
948	1.338659219
949	1.338649424
950	1.338559955
951	1.338494337
952	1.338408594
953	1.338340916
954	1.338314897
955	1.338290151
956	1.338277686
957	1.33826185
958	1.338246718
959	1.338225581
960	1.338182243
961	1.338175349
962	1.338147509
963	1.338077686
964	1.338070071
965	1.338009711
966	1.337963023
967	1.337908985
968	1.337858599
969	1.33784913
970	1.337789073
971	1.33772336
972	1.337645667
973	1.337639051
974	1.33762788
975	1.337589062
976	1.337559063
977	1.337546351
978	1.337542286
979	1.337536585
980	1.337520297
981	1.33742898
982	1.337388353
983	1.33731255
984	1.33727784
985	1.337215251
986	1.33718956
987	1.337102347
988	1.337093159
989	1.337081227
990	1.337067631
991	1.337003843
992	1.336937328
993	1.336838946
994	1.336784847
995	1.33674794
996	1.336732269
997	1.336673893
998	1.336607229
999	1.336517494
